Town/County,FIPS,Year,Category,Measure Type,Variable,Value
East Windsor,900324800,2011,All Industries,Number,Number of Employers,435
East Windsor,900324800,2011,All Industries,Number,Annual Average Employment,6735
East Windsor,900324800,2011,All Industries,US Dollars,Annual Average Wage,39757
East Windsor,900324800,2011,Government,US Dollars,Annual Average Wage,53807
East Windsor,900324800,2011,Government,Number,Number of Employers,16
East Windsor,900324800,2011,Government,Number,Annual Average Employment,573
East Windsor,900324800,2012,All Industries,US Dollars,Annual Average Wage,41776
East Windsor,900324800,2012,All Industries,Number,Number of Employers,443
East Windsor,900324800,2012,All Industries,Number,Annual Average Employment,7309
East Windsor,900324800,2012,Government,US Dollars,Annual Average Wage,58451
East Windsor,900324800,2012,Government,Number,Number of Employers,16
East Windsor,900324800,2012,Government,Number,Annual Average Employment,540
East Windsor,900324800,2013,All Industries,US Dollars,Annual Average Wage,39744
East Windsor,900324800,2013,All Industries,Number,Annual Average Employment,7072
East Windsor,900324800,2013,All Industries,Number,Number of Employers,441
East Windsor,900324800,2013,Government,US Dollars,Annual Average Wage,58976
East Windsor,900324800,2013,Government,Number,Number of Employers,16
East Windsor,900324800,2013,Government,Number,Annual Average Employment,564
East Windsor,900324800,2014,All Industries,Number,Annual Average Employment,7090
East Windsor,900324800,2014,All Industries,US Dollars,Annual Average Wage,42022
East Windsor,900324800,2014,All Industries,Number,Number of Employers,446
East Windsor,900324800,2014,Government,Number,Annual Average Employment,552
East Windsor,900324800,2014,Government,US Dollars,Annual Average Wage,60885
East Windsor,900324800,2014,Government,Number,Number of Employers,16
East Windsor,900324800,2015,All Industries,Number,Number of Employers,455
East Windsor,900324800,2015,All Industries,Number,Annual Average Employment,7222
East Windsor,900324800,2015,All Industries,US Dollars,Annual Average Wage,42571
East Windsor,900324800,2015,Government,Number,Number of Employers,16
East Windsor,900324800,2015,Government,Number,Annual Average Employment,579
East Windsor,900324800,2015,Government,US Dollars,Annual Average Wage,60692
Eastford,901521860,2004,All Industries,Number,Number of Employers,43
Eastford,901521860,2004,All Industries,US Dollars,Annual Average Wage,38818
Eastford,901521860,2004,All Industries,Number,Annual Average Employment,474
Eastford,901521860,2004,Government,US Dollars,Annual Average Wage,27642
Eastford,901521860,2004,Government,Number,Number of Employers,11
Eastford,901521860,2004,Government,Number,Annual Average Employment,61
Eastford,901521860,2005,All Industries,Number,Number of Employers,45
Eastford,901521860,2005,All Industries,US Dollars,Annual Average Wage,39736
Eastford,901521860,2005,All Industries,Number,Annual Average Employment,512
Eastford,901521860,2005,Government,Number,Number of Employers,11
Eastford,901521860,2005,Government,Number,Annual Average Employment,62
Eastford,901521860,2005,Government,US Dollars,Annual Average Wage,27557
Eastford,901521860,2006,All Industries,US Dollars,Annual Average Wage,41019
Eastford,901521860,2006,All Industries,Number,Number of Employers,48
Eastford,901521860,2006,All Industries,Number,Annual Average Employment,573
Eastford,901521860,2006,Government,US Dollars,Annual Average Wage,28292
Eastford,901521860,2006,Government,Number,Annual Average Employment,64
Eastford,901521860,2006,Government,Number,Number of Employers,11
Eastford,901521860,2007,All Industries,Number,Number of Employers,49
Eastford,901521860,2007,All Industries,US Dollars,Annual Average Wage,43009
Eastford,901521860,2007,All Industries,Number,Annual Average Employment,602
Eastford,901521860,2007,Government,Number,Number of Employers,11
Eastford,901521860,2007,Government,Number,Annual Average Employment,66
Eastford,901521860,2007,Government,US Dollars,Annual Average Wage,28160
Eastford,901521860,2008,All Industries,US Dollars,Annual Average Wage,44051
Eastford,901521860,2008,All Industries,Number,Annual Average Employment,593
Eastford,901521860,2008,All Industries,Number,Number of Employers,46
Eastford,901521860,2008,Government,US Dollars,Annual Average Wage,28766
Eastford,901521860,2008,Government,Number,Number of Employers,11
Eastford,901521860,2008,Government,Number,Annual Average Employment,70
Eastford,901521860,2009,All Industries,Number,Number of Employers,44
Eastford,901521860,2009,All Industries,Number,Annual Average Employment,484
Eastford,901521860,2009,All Industries,US Dollars,Annual Average Wage,43749
Eastford,901521860,2009,Government,Number,Number of Employers,10
Eastford,901521860,2009,Government,Number,Annual Average Employment,72
Eastford,901521860,2009,Government,US Dollars,Annual Average Wage,27888
Eastford,901521860,2010,All Industries,US Dollars,Annual Average Wage,45820
Eastford,901521860,2010,All Industries,Number,Number of Employers,46
Eastford,901521860,2010,All Industries,Number,Annual Average Employment,489
Eastford,901521860,2010,Government,Number,Number of Employers,10
Eastford,901521860,2010,Government,US Dollars,Annual Average Wage,29485
Eastford,901521860,2010,Government,Number,Annual Average Employment,69
Eastford,901521860,2011,All Industries,Number,Number of Employers,45
Eastford,901521860,2011,All Industries,Number,Annual Average Employment,512
Eastford,901521860,2011,All Industries,US Dollars,Annual Average Wage,47473
Eastford,901521860,2011,Government,US Dollars,Annual Average Wage,31722
Eastford,901521860,2011,Government,Number,Annual Average Employment,63
Eastford,901521860,2011,Government,Number,Number of Employers,10
Eastford,901521860,2012,All Industries,US Dollars,Annual Average Wage,49073
Eastford,901521860,2012,All Industries,Number,Annual Average Employment,535
Eastford,901521860,2012,All Industries,Number,Number of Employers,46
Eastford,901521860,2012,Government,Number,Annual Average Employment,61
Eastford,901521860,2012,Government,Number,Number of Employers,9
Eastford,901521860,2012,Government,US Dollars,Annual Average Wage,33651
Eastford,901521860,2013,All Industries,US Dollars,Annual Average Wage,45580
Eastford,901521860,2013,All Industries,Number,Number of Employers,50
Eastford,901521860,2013,All Industries,Number,Annual Average Employment,568
Eastford,901521860,2013,Government,US Dollars,Annual Average Wage,32574
Eastford,901521860,2013,Government,Number,Annual Average Employment,63
Eastford,901521860,2013,Government,Number,Number of Employers,9
Eastford,901521860,2014,All Industries,US Dollars,Annual Average Wage,46348
Eastford,901521860,2014,All Industries,Number,Annual Average Employment,610
Eastford,901521860,2014,All Industries,Number,Number of Employers,51
Eastford,901521860,2014,Government,Number,Annual Average Employment,65
Eastford,901521860,2014,Government,US Dollars,Annual Average Wage,32654
Eastford,901521860,2014,Government,Number,Number of Employers,9
Eastford,901521860,2015,All Industries,Number,Annual Average Employment,626
Eastford,901521860,2015,All Industries,Number,Number of Employers,45
Eastford,901521860,2015,All Industries,US Dollars,Annual Average Wage,48357
Eastford,901521860,2015,Government,Number,Number of Employers,9
Eastford,901521860,2015,Government,Number,Annual Average Employment,60
Eastford,901521860,2015,Government,US Dollars,Annual Average Wage,37128
Easton,900123890,2004,All Industries,Number,Number of Employers,207
Easton,900123890,2004,All Industries,US Dollars,Annual Average Wage,37533
Easton,900123890,2004,All Industries,Number,Annual Average Employment,874
Easton,900123890,2004,Government,US Dollars,Annual Average Wage,36152
Easton,900123890,2004,Government,Number,Number of Employers,14
Easton,900123890,2004,Government,Number,Annual Average Employment,313
Easton,900123890,2005,All Industries,US Dollars,Annual Average Wage,41862
Easton,900123890,2005,All Industries,Number,Number of Employers,206
Easton,900123890,2005,All Industries,Number,Annual Average Employment,877
Easton,900123890,2005,Government,Number,Number of Employers,14
Easton,900123890,2005,Government,US Dollars,Annual Average Wage,36947
Easton,900123890,2005,Government,Number,Annual Average Employment,323
Easton,900123890,2006,All Industries,Number,Annual Average Employment,886
Easton,900123890,2006,All Industries,US Dollars,Annual Average Wage,42990
Easton,900123890,2006,All Industries,Number,Number of Employers,200
Easton,900123890,2006,Government,US Dollars,Annual Average Wage,37878
Easton,900123890,2006,Government,Number,Number of Employers,14
Easton,900123890,2006,Government,Number,Annual Average Employment,322
Easton,900123890,2007,All Industries,Number,Number of Employers,202
Easton,900123890,2007,All Industries,US Dollars,Annual Average Wage,47354
Easton,900123890,2007,All Industries,Number,Annual Average Employment,888
Easton,900123890,2007,Government,US Dollars,Annual Average Wage,47628
Easton,900123890,2007,Government,Number,Annual Average Employment,327
Easton,900123890,2007,Government,Number,Number of Employers,14
Easton,900123890,2008,All Industries,Number,Annual Average Employment,895
Easton,900123890,2008,All Industries,US Dollars,Annual Average Wage,47295
Easton,900123890,2008,All Industries,Number,Number of Employers,205
Easton,900123890,2008,Government,Number,Annual Average Employment,332
Easton,900123890,2008,Government,US Dollars,Annual Average Wage,42365
Easton,900123890,2008,Government,Number,Number of Employers,14
Easton,900123890,2009,All Industries,Number,Annual Average Employment,896
Easton,900123890,2009,All Industries,Number,Number of Employers,203
Easton,900123890,2009,All Industries,US Dollars,Annual Average Wage,47563
Easton,900123890,2009,Government,Number,Number of Employers,13
Easton,900123890,2009,Government,Number,Annual Average Employment,335
Easton,900123890,2009,Government,US Dollars,Annual Average Wage,45231
Easton,900123890,2010,All Industries,US Dollars,Annual Average Wage,47966
Easton,900123890,2010,All Industries,Number,Annual Average Employment,867
Easton,900123890,2010,All Industries,Number,Number of Employers,209
Easton,900123890,2010,Government,Number,Number of Employers,13
Easton,900123890,2010,Government,Number,Annual Average Employment,331
Easton,900123890,2010,Government,US Dollars,Annual Average Wage,43805
Easton,900123890,2011,All Industries,US Dollars,Annual Average Wage,45361
Easton,900123890,2011,All Industries,Number,Number of Employers,205
Easton,900123890,2011,All Industries,Number,Annual Average Employment,888
Easton,900123890,2011,Government,US Dollars,Annual Average Wage,44055
Easton,900123890,2011,Government,Number,Annual Average Employment,323
Easton,900123890,2011,Government,Number,Number of Employers,13
Easton,900123890,2012,All Industries,Number,Annual Average Employment,912
Easton,900123890,2012,All Industries,Number,Number of Employers,217
Easton,900123890,2012,All Industries,US Dollars,Annual Average Wage,48409
Easton,900123890,2012,Government,Number,Number of Employers,13
Easton,900123890,2012,Government,Number,Annual Average Employment,334
Easton,900123890,2012,Government,US Dollars,Annual Average Wage,44531
Easton,900123890,2013,All Industries,Number,Annual Average Employment,915
Easton,900123890,2013,All Industries,Number,Number of Employers,210
Easton,900123890,2013,All Industries,US Dollars,Annual Average Wage,48118
Easton,900123890,2013,Government,US Dollars,Annual Average Wage,46205
Easton,900123890,2013,Government,Number,Annual Average Employment,330
Easton,900123890,2013,Government,Number,Number of Employers,13
Easton,900123890,2014,All Industries,Number,Annual Average Employment,947
Easton,900123890,2014,All Industries,US Dollars,Annual Average Wage,51005
Easton,900123890,2014,All Industries,Number,Number of Employers,215
Easton,900123890,2014,Government,Number,Annual Average Employment,340
Easton,900123890,2014,Government,Number,Number of Employers,13
Easton,900123890,2014,Government,US Dollars,Annual Average Wage,46237
Easton,900123890,2015,All Industries,Number,Annual Average Employment,973
Easton,900123890,2015,All Industries,Number,Number of Employers,224
Easton,900123890,2015,All Industries,US Dollars,Annual Average Wage,50417
Easton,900123890,2015,Government,Number,Annual Average Employment,348
Easton,900123890,2015,Government,Number,Number of Employers,13
Easton,900123890,2015,Government,US Dollars,Annual Average Wage,46805
Ellington,901325360,2004,All Industries,Number,Number of Employers,272
Ellington,901325360,2004,All Industries,US Dollars,Annual Average Wage,37011
Ellington,901325360,2004,All Industries,Number,Annual Average Employment,2535
Ellington,901325360,2004,Government,Number,Number of Employers,18
Ellington,901325360,2004,Government,US Dollars,Annual Average Wage,35952
Ellington,901325360,2004,Government,Number,Annual Average Employment,570
Ellington,901325360,2005,All Industries,Number,Annual Average Employment,2611
Ellington,901325360,2005,All Industries,US Dollars,Annual Average Wage,37014
Ellington,901325360,2005,All Industries,Number,Number of Employers,277
Ellington,901325360,2005,Government,US Dollars,Annual Average Wage,36369
Ellington,901325360,2005,Government,Number,Number of Employers,17
Ellington,901325360,2005,Government,Number,Annual Average Employment,574
Ellington,901325360,2006,All Industries,US Dollars,Annual Average Wage,38344
Ellington,901325360,2006,All Industries,Number,Number of Employers,280
Ellington,901325360,2006,All Industries,Number,Annual Average Employment,2666
Ellington,901325360,2006,Government,US Dollars,Annual Average Wage,36623
Ellington,901325360,2006,Government,Number,Annual Average Employment,606
Ellington,901325360,2006,Government,Number,Number of Employers,17
Ellington,901325360,2007,All Industries,Number,Annual Average Employment,2710
Ellington,901325360,2007,All Industries,Number,Number of Employers,296
Ellington,901325360,2007,All Industries,US Dollars,Annual Average Wage,39845
Ellington,901325360,2007,Government,Number,Number of Employers,17
Ellington,901325360,2007,Government,Number,Annual Average Employment,632
Ellington,901325360,2007,Government,US Dollars,Annual Average Wage,38036
Ellington,901325360,2008,All Industries,Number,Annual Average Employment,2859
Ellington,901325360,2008,All Industries,US Dollars,Annual Average Wage,38659
Ellington,901325360,2008,All Industries,Number,Number of Employers,302
Ellington,901325360,2008,Government,US Dollars,Annual Average Wage,38683
Ellington,901325360,2008,Government,Number,Number of Employers,17
Ellington,901325360,2008,Government,Number,Annual Average Employment,659
Ellington,901325360,2009,All Industries,Number,Annual Average Employment,2735
Ellington,901325360,2009,All Industries,Number,Number of Employers,314
Ellington,901325360,2009,All Industries,US Dollars,Annual Average Wage,38601
Ellington,901325360,2009,Government,Number,Number of Employers,17
Ellington,901325360,2009,Government,US Dollars,Annual Average Wage,39078
Ellington,901325360,2009,Government,Number,Annual Average Employment,689
Ellington,901325360,2010,All Industries,Number,Number of Employers,312
Ellington,901325360,2010,All Industries,US Dollars,Annual Average Wage,39485
Ellington,901325360,2010,All Industries,Number,Annual Average Employment,2739
Ellington,901325360,2010,Government,Number,Number of Employers,17
Ellington,901325360,2010,Government,US Dollars,Annual Average Wage,37154
Ellington,901325360,2010,Government,Number,Annual Average Employment,693
Ellington,901325360,2011,All Industries,US Dollars,Annual Average Wage,40110
Ellington,901325360,2011,All Industries,Number,Annual Average Employment,2905
Ellington,901325360,2011,All Industries,Number,Number of Employers,313
Ellington,901325360,2011,Government,US Dollars,Annual Average Wage,36840
Ellington,901325360,2011,Government,Number,Annual Average Employment,713
Ellington,901325360,2011,Government,Number,Number of Employers,16
Ellington,901325360,2012,All Industries,Number,Annual Average Employment,3220
Ellington,901325360,2012,All Industries,Number,Number of Employers,318
Ellington,901325360,2012,All Industries,US Dollars,Annual Average Wage,40016
Ellington,901325360,2012,Government,Number,Number of Employers,15
Ellington,901325360,2012,Government,US Dollars,Annual Average Wage,41417
Ellington,901325360,2012,Government,Number,Annual Average Employment,635
Ellington,901325360,2013,All Industries,US Dollars,Annual Average Wage,40930
Ellington,901325360,2013,All Industries,Number,Annual Average Employment,3293
Ellington,901325360,2013,All Industries,Number,Number of Employers,322
Ellington,901325360,2013,Government,US Dollars,Annual Average Wage,42775
Ellington,901325360,2013,Government,Number,Annual Average Employment,640
Ellington,901325360,2013,Government,Number,Number of Employers,15
Ellington,901325360,2014,All Industries,Number,Annual Average Employment,3486
Ellington,901325360,2014,All Industries,US Dollars,Annual Average Wage,41587
Ellington,901325360,2014,All Industries,Number,Number of Employers,320
Ellington,901325360,2014,Government,Number,Number of Employers,15
Ellington,901325360,2014,Government,US Dollars,Annual Average Wage,43246
Ellington,901325360,2014,Government,Number,Annual Average Employment,655
Ellington,901325360,2015,All Industries,Number,Annual Average Employment,3466
Ellington,901325360,2015,All Industries,Number,Number of Employers,326
Ellington,901325360,2015,All Industries,US Dollars,Annual Average Wage,43272
Ellington,901325360,2015,Government,Number,Annual Average Employment,676
Ellington,901325360,2015,Government,US Dollars,Annual Average Wage,43185
Ellington,901325360,2015,Government,Number,Number of Employers,15
Enfield,900325990,2004,All Industries,Number,Number of Employers,945
Enfield,900325990,2004,All Industries,US Dollars,Annual Average Wage,39736
Enfield,900325990,2004,All Industries,Number,Annual Average Employment,18862
Enfield,900325990,2004,Government,US Dollars,Annual Average Wage,49418
Enfield,900325990,2004,Government,Number,Number of Employers,40
Enfield,900325990,2004,Government,Number,Annual Average Employment,2844
Enfield,900325990,2005,All Industries,Number,Number of Employers,947
Enfield,900325990,2005,All Industries,US Dollars,Annual Average Wage,40618
Enfield,900325990,2005,All Industries,Number,Annual Average Employment,19273
Enfield,900325990,2005,Government,US Dollars,Annual Average Wage,50247
Enfield,900325990,2005,Government,Number,Annual Average Employment,2910
Enfield,900325990,2005,Government,Number,Number of Employers,40
Enfield,900325990,2006,All Industries,Number,Annual Average Employment,20148
Enfield,900325990,2006,All Industries,US Dollars,Annual Average Wage,42856
Enfield,900325990,2006,All Industries,Number,Number of Employers,958
Enfield,900325990,2006,Government,Number,Annual Average Employment,2946
Enfield,900325990,2006,Government,US Dollars,Annual Average Wage,48349
Enfield,900325990,2006,Government,Number,Number of Employers,39
Enfield,900325990,2007,All Industries,Number,Annual Average Employment,20460
Enfield,900325990,2007,All Industries,US Dollars,Annual Average Wage,44672
Enfield,900325990,2007,All Industries,Number,Number of Employers,992
Enfield,900325990,2007,Government,US Dollars,Annual Average Wage,48899
Enfield,900325990,2007,Government,Number,Annual Average Employment,2957
Enfield,900325990,2007,Government,Number,Number of Employers,40
Enfield,900325990,2008,All Industries,Number,Number of Employers,999
Enfield,900325990,2008,All Industries,US Dollars,Annual Average Wage,45998
Enfield,900325990,2008,All Industries,Number,Annual Average Employment,20165
Enfield,900325990,2008,Government,Number,Number of Employers,40
Enfield,900325990,2008,Government,Number,Annual Average Employment,3053
Enfield,900325990,2008,Government,US Dollars,Annual Average Wage,50421
Enfield,900325990,2009,All Industries,Number,Number of Employers,970
Enfield,900325990,2009,All Industries,US Dollars,Annual Average Wage,45964
Enfield,900325990,2009,All Industries,Number,Annual Average Employment,18933
Enfield,900325990,2009,Government,US Dollars,Annual Average Wage,52047
Enfield,900325990,2009,Government,Number,Number of Employers,41
Enfield,900325990,2009,Government,Number,Annual Average Employment,3034
Enfield,900325990,2010,All Industries,Number,Number of Employers,969
Enfield,900325990,2010,All Industries,US Dollars,Annual Average Wage,47237
Enfield,900325990,2010,All Industries,Number,Annual Average Employment,18462
Enfield,900325990,2010,Government,Number,Number of Employers,39
Enfield,900325990,2010,Government,US Dollars,Annual Average Wage,51785
Enfield,900325990,2010,Government,Number,Annual Average Employment,2955
Enfield,900325990,2011,All Industries,US Dollars,Annual Average Wage,49312
Enfield,900325990,2011,All Industries,Number,Number of Employers,983
Enfield,900325990,2011,All Industries,Number,Annual Average Employment,18654
Enfield,900325990,2011,Government,US Dollars,Annual Average Wage,58555
Enfield,900325990,2011,Government,Number,Annual Average Employment,2933
Enfield,900325990,2011,Government,Number,Number of Employers,40
Enfield,900325990,2012,All Industries,US Dollars,Annual Average Wage,50217
Enfield,900325990,2012,All Industries,Number,Annual Average Employment,18630
Enfield,900325990,2012,All Industries,Number,Number of Employers,989
Enfield,900325990,2012,Government,Number,Number of Employers,39
Enfield,900325990,2012,Government,Number,Annual Average Employment,2959
Enfield,900325990,2012,Government,US Dollars,Annual Average Wage,53086
Enfield,900325990,2013,All Industries,US Dollars,Annual Average Wage,51335
Enfield,900325990,2013,All Industries,Number,Annual Average Employment,18420
Enfield,900325990,2013,All Industries,Number,Number of Employers,1012
Enfield,900325990,2013,Government,Number,Annual Average Employment,2948
Enfield,900325990,2013,Government,Number,Number of Employers,40
Enfield,900325990,2013,Government,US Dollars,Annual Average Wage,54435
Enfield,900325990,2014,All Industries,Number,Annual Average Employment,19044
Enfield,900325990,2014,All Industries,Number,Number of Employers,1042
Enfield,900325990,2014,All Industries,US Dollars,Annual Average Wage,53347
Enfield,900325990,2014,Government,Number,Number of Employers,40
Enfield,900325990,2014,Government,Number,Annual Average Employment,2918
Enfield,900325990,2014,Government,US Dollars,Annual Average Wage,56136
Enfield,900325990,2015,All Industries,Number,Annual Average Employment,19203
Enfield,900325990,2015,All Industries,US Dollars,Annual Average Wage,54177
Enfield,900325990,2015,All Industries,Number,Number of Employers,1053
Enfield,900325990,2015,Government,Number,Number of Employers,40
Enfield,900325990,2015,Government,Number,Annual Average Employment,2912
Enfield,900325990,2015,Government,US Dollars,Annual Average Wage,58465
Essex,900726270,2004,All Industries,Number,Number of Employers,386
Essex,900726270,2004,All Industries,US Dollars,Annual Average Wage,41323
Essex,900726270,2004,All Industries,Number,Annual Average Employment,3566
Essex,900726270,2004,Government,Number,Number of Employers,15
Essex,900726270,2004,Government,Number,Annual Average Employment,148
Essex,900726270,2004,Government,US Dollars,Annual Average Wage,34609
Essex,900726270,2005,All Industries,Number,Annual Average Employment,3559
Essex,900726270,2005,All Industries,Number,Number of Employers,398
Essex,900726270,2005,All Industries,US Dollars,Annual Average Wage,43359
Essex,900726270,2005,Government,US Dollars,Annual Average Wage,37557
Essex,900726270,2005,Government,Number,Annual Average Employment,138
Essex,900726270,2005,Government,Number,Number of Employers,16
Essex,900726270,2006,All Industries,Number,Number of Employers,406
Essex,900726270,2006,All Industries,US Dollars,Annual Average Wage,44710
Essex,900726270,2006,All Industries,Number,Annual Average Employment,3718
Essex,900726270,2006,Government,Number,Number of Employers,17
Essex,900726270,2006,Government,Number,Annual Average Employment,149
Essex,900726270,2006,Government,US Dollars,Annual Average Wage,36518
Essex,900726270,2007,All Industries,US Dollars,Annual Average Wage,46999
Essex,900726270,2007,All Industries,Number,Annual Average Employment,3805
Essex,900726270,2007,All Industries,Number,Number of Employers,400
Essex,900726270,2007,Government,Number,Annual Average Employment,157
Essex,900726270,2007,Government,US Dollars,Annual Average Wage,39771
Essex,900726270,2007,Government,Number,Number of Employers,16
Essex,900726270,2008,All Industries,Number,Annual Average Employment,3797
Essex,900726270,2008,All Industries,US Dollars,Annual Average Wage,50366
Essex,900726270,2008,All Industries,Number,Number of Employers,388
Essex,900726270,2008,Government,Number,Annual Average Employment,164
Essex,900726270,2008,Government,US Dollars,Annual Average Wage,40673
Essex,900726270,2008,Government,Number,Number of Employers,16
Essex,900726270,2009,All Industries,Number,Number of Employers,376
Essex,900726270,2009,All Industries,Number,Annual Average Employment,3498
Essex,900726270,2009,All Industries,US Dollars,Annual Average Wage,48414
Essex,900726270,2009,Government,US Dollars,Annual Average Wage,42054
Essex,900726270,2009,Government,Number,Number of Employers,16
Essex,900726270,2009,Government,Number,Annual Average Employment,158
Essex,900726270,2010,All Industries,Number,Number of Employers,367
Essex,900726270,2010,All Industries,US Dollars,Annual Average Wage,51184
Essex,900726270,2010,All Industries,Number,Annual Average Employment,3448
Essex,900726270,2010,Government,US Dollars,Annual Average Wage,42665
Essex,900726270,2010,Government,Number,Number of Employers,16
Essex,900726270,2010,Government,Number,Annual Average Employment,159
Essex,900726270,2011,All Industries,US Dollars,Annual Average Wage,52251
Essex,900726270,2011,All Industries,Number,Annual Average Employment,3412
Essex,900726270,2011,All Industries,Number,Number of Employers,359
Essex,900726270,2011,Government,US Dollars,Annual Average Wage,43047
Essex,900726270,2011,Government,Number,Number of Employers,15
Essex,900726270,2011,Government,Number,Annual Average Employment,163
Essex,900726270,2012,All Industries,US Dollars,Annual Average Wage,52172
Essex,900726270,2012,All Industries,Number,Number of Employers,364
Essex,900726270,2012,All Industries,Number,Annual Average Employment,3481
Essex,900726270,2012,Government,Number,Number of Employers,15
Essex,900726270,2012,Government,Number,Annual Average Employment,167
Essex,900726270,2012,Government,US Dollars,Annual Average Wage,39357
Essex,900726270,2013,All Industries,Number,Annual Average Employment,3692
Essex,900726270,2013,All Industries,Number,Number of Employers,360
Essex,900726270,2013,All Industries,US Dollars,Annual Average Wage,52723
Essex,900726270,2013,Government,Number,Annual Average Employment,186
Essex,900726270,2013,Government,US Dollars,Annual Average Wage,39461
Essex,900726270,2013,Government,Number,Number of Employers,14
Essex,900726270,2014,All Industries,Number,Annual Average Employment,3745
Essex,900726270,2014,All Industries,Number,Number of Employers,366
Essex,900726270,2014,All Industries,US Dollars,Annual Average Wage,53871
Essex,900726270,2014,Government,Number,Annual Average Employment,180
Essex,900726270,2014,Government,Number,Number of Employers,14
Essex,900726270,2014,Government,US Dollars,Annual Average Wage,43949
Essex,900726270,2015,All Industries,US Dollars,Annual Average Wage,56325
Essex,900726270,2015,All Industries,Number,Number of Employers,373
Essex,900726270,2015,All Industries,Number,Annual Average Employment,3738
Essex,900726270,2015,Government,US Dollars,Annual Average Wage,42913
Essex,900726270,2015,Government,Number,Number of Employers,14
Essex,900726270,2015,Government,Number,Annual Average Employment,180
Fairfield,900126620,2004,All Industries,Number,Number of Employers,2140
Fairfield,900126620,2004,All Industries,Number,Annual Average Employment,23147
Fairfield,900126620,2004,All Industries,US Dollars,Annual Average Wage,51401
Fairfield,900126620,2004,Government,US Dollars,Annual Average Wage,47839
Fairfield,900126620,2004,Government,Number,Number of Employers,24
Fairfield,900126620,2004,Government,Number,Annual Average Employment,2565
Fairfield,900126620,2005,All Industries,Number,Annual Average Employment,23561
Fairfield,900126620,2005,All Industries,Number,Number of Employers,2188
Fairfield,900126620,2005,All Industries,US Dollars,Annual Average Wage,52379
Fairfield,900126620,2005,Government,Number,Number of Employers,24
Fairfield,900126620,2005,Government,Number,Annual Average Employment,2608
Fairfield,900126620,2005,Government,US Dollars,Annual Average Wage,48598
Fairfield,900126620,2006,All Industries,Number,Number of Employers,2220
Fairfield,900126620,2006,All Industries,US Dollars,Annual Average Wage,56592
Fairfield,900126620,2006,All Industries,Number,Annual Average Employment,24105
Fairfield,900126620,2006,Government,Number,Number of Employers,23
Fairfield,900126620,2006,Government,Number,Annual Average Employment,2551
Fairfield,900126620,2006,Government,US Dollars,Annual Average Wage,50652
Fairfield,900126620,2007,All Industries,Number,Number of Employers,2234
Fairfield,900126620,2007,All Industries,US Dollars,Annual Average Wage,59133
Fairfield,900126620,2007,All Industries,Number,Annual Average Employment,24158
Fairfield,900126620,2007,Government,Number,Annual Average Employment,2587
Fairfield,900126620,2007,Government,Number,Number of Employers,23
Fairfield,900126620,2007,Government,US Dollars,Annual Average Wage,53588
Fairfield,900126620,2008,All Industries,Number,Annual Average Employment,24425
Fairfield,900126620,2008,All Industries,Number,Number of Employers,2278
Fairfield,900126620,2008,All Industries,US Dollars,Annual Average Wage,58881
Fairfield,900126620,2008,Government,Number,Annual Average Employment,2656
Fairfield,900126620,2008,Government,US Dollars,Annual Average Wage,53699
Fairfield,900126620,2008,Government,Number,Number of Employers,24
Fairfield,900126620,2009,All Industries,Number,Number of Employers,2284
Fairfield,900126620,2009,All Industries,Number,Annual Average Employment,22982
Fairfield,900126620,2009,All Industries,US Dollars,Annual Average Wage,59103
Fairfield,900126620,2009,Government,US Dollars,Annual Average Wage,58465
Fairfield,900126620,2009,Government,Number,Number of Employers,24
Fairfield,900126620,2009,Government,Number,Annual Average Employment,2487
Fairfield,900126620,2010,All Industries,US Dollars,Annual Average Wage,57785
Fairfield,900126620,2010,All Industries,Number,Number of Employers,2263
Fairfield,900126620,2010,All Industries,Number,Annual Average Employment,23362
Fairfield,900126620,2010,Government,US Dollars,Annual Average Wage,54647
Fairfield,900126620,2010,Government,Number,Annual Average Employment,2867
Fairfield,900126620,2010,Government,Number,Number of Employers,27
Fairfield,900126620,2011,All Industries,Number,Annual Average Employment,23664
Fairfield,900126620,2011,All Industries,Number,Number of Employers,2256
Fairfield,900126620,2011,All Industries,US Dollars,Annual Average Wage,60737
Fairfield,900126620,2011,Government,US Dollars,Annual Average Wage,59955
Fairfield,900126620,2011,Government,Number,Annual Average Employment,2540
Fairfield,900126620,2011,Government,Number,Number of Employers,27
Fairfield,900126620,2012,All Industries,US Dollars,Annual Average Wage,61212
Fairfield,900126620,2012,All Industries,Number,Annual Average Employment,23996
Fairfield,900126620,2012,All Industries,Number,Number of Employers,2323
Fairfield,900126620,2012,Government,Number,Annual Average Employment,2491
Fairfield,900126620,2012,Government,US Dollars,Annual Average Wage,61687
Fairfield,900126620,2012,Government,Number,Number of Employers,26
Fairfield,900126620,2013,All Industries,Number,Number of Employers,2374
Fairfield,900126620,2013,All Industries,US Dollars,Annual Average Wage,65321
Fairfield,900126620,2013,All Industries,Number,Annual Average Employment,24436
Fairfield,900126620,2013,Government,US Dollars,Annual Average Wage,62050
Fairfield,900126620,2013,Government,Number,Annual Average Employment,2535
Fairfield,900126620,2013,Government,Number,Number of Employers,26
Fairfield,900126620,2014,All Industries,Number,Annual Average Employment,25184
Fairfield,900126620,2014,All Industries,Number,Number of Employers,2387
Fairfield,900126620,2014,All Industries,US Dollars,Annual Average Wage,63556
Fairfield,900126620,2014,Government,US Dollars,Annual Average Wage,62366
